,Rank,Name,Image,Updated Date,Tier
271,20,Gigi,https://www.animalcrossingportal.com/images/villagers/icons/gigi.png,15th May 2020,Tier 6
272,21,Greta,https://www.animalcrossingportal.com/images/villagers/icons/greta.png,15th May 2020,Tier 6
273,22,Gruff,https://www.animalcrossingportal.com/images/villagers/icons/gruff.png,15th May 2020,Tier 6
274,23,Harry,https://www.animalcrossingportal.com/images/villagers/icons/harry.png,15th May 2020,Tier 6
275,24,Huck,https://www.animalcrossingportal.com/images/villagers/icons/huck.png,15th May 2020,Tier 6
276,25,Ike,https://www.animalcrossingportal.com/images/villagers/icons/ike.png,15th May 2020,Tier 6
277,26,Jambette,https://www.animalcrossingportal.com/images/villagers/icons/jambette.png,15th May 2020,Tier 6
278,27,Leonardo,https://www.animalcrossingportal.com/images/villagers/icons/leonardo.png,15th May 2020,Tier 6
279,28,Limberg,https://www.animalcrossingportal.com/images/villagers/icons/limberg.png,15th May 2020,Tier 6
280,29,Louie,https://www.animalcrossingportal.com/images/villagers/icons/louie.png,15th May 2020,Tier 6
281,30,Maelle,https://www.animalcrossingportal.com/images/villagers/icons/maelle.png,15th May 2020,Tier 6
282,31,Maggie,https://www.animalcrossingportal.com/images/villagers/icons/maggie.png,15th May 2020,Tier 6
283,32,Marcie,https://www.animalcrossingportal.com/images/villagers/icons/marcie.png,15th May 2020,Tier 6
284,33,Margie,https://www.animalcrossingportal.com/images/villagers/icons/margie.png,15th May 2020,Tier 6
285,34,Mallary,https://www.animalcrossingportal.com/images/villagers/icons/mallary.png,15th May 2020,Tier 6
286,35,Mathilda,https://www.animalcrossingportal.com/images/villagers/icons/mathilda.png,15th May 2020,Tier 6
287,36,Megan,https://www.animalcrossingportal.com/images/villagers/icons/megan.png,15th May 2020,Tier 6
288,37,Mint,https://www.animalcrossingportal.com/images/villagers/icons/mint.png,15th May 2020,Tier 6
289,37,Midge,https://www.animalcrossingportal.com/images/villagers/icons/midge.png,15th May 2020,Tier 6
290,38,Miranda,https://www.animalcrossingportal.com/images/villagers/icons/miranda.png,15th May 2020,Tier 6
291,39,Moe,https://www.animalcrossingportal.com/images/villagers/icons/moe.png,15th May 2020,Tier 6
292,40,Monty,https://www.animalcrossingportal.com/images/villagers/icons/monty.png,15th May 2020,Tier 6
293,41,Moose,https://www.animalcrossingportal.com/images/villagers/icons/moose.png,15th May 2020,Tier 6
294,42,Monique,https://www.animalcrossingportal.com/images/villagers/icons/monique.png,15th May 2020,Tier 6
295,43,Mott,https://www.animalcrossingportal.com/images/villagers/icons/mott.png,15th May 2020,Tier 6
296,44,Murphy,https://www.animalcrossingportal.com/images/villagers/icons/murphy.png,15th May 2020,Tier 6
297,45,Nana,https://www.animalcrossingportal.com/images/villagers/icons/nana.png,15th May 2020,Tier 6
298,46,Naomi,https://www.animalcrossingportal.com/images/villagers/icons/naomi.png,15th May 2020,Tier 6
299,47,Nate,https://www.animalcrossingportal.com/images/villagers/icons/nate.png,15th May 2020,Tier 6
300,48,Nibbles,https://www.animalcrossingportal.com/images/villagers/icons/nibbles.png,15th May 2020,Tier 6
301,49,Norma,https://www.animalcrossingportal.com/images/villagers/icons/norma.png,15th May 2020,Tier 6
302,50,Olive,https://www.animalcrossingportal.com/images/villagers/icons/olive.png,15th May 2020,Tier 6
303,50,Freckles,https://www.animalcrossingportal.com/images/villagers/icons/freckles.png,15th May 2020,Tier 6
304,51,Opal,https://www.animalcrossingportal.com/images/villagers/icons/opal.png,15th May 2020,Tier 6
305,52,Pancetti,https://www.animalcrossingportal.com/images/villagers/icons/pancetti.png,15th May 2020,Tier 6
306,53,Pango,https://www.animalcrossingportal.com/images/villagers/icons/pango.png,15th May 2020,Tier 6
307,54,Paolo,https://www.animalcrossingportal.com/images/villagers/icons/paolo.png,15th May 2020,Tier 6
308,55,Pate,https://www.animalcrossingportal.com/images/villagers/icons/pate.png,15th May 2020,Tier 6
309,56,Patty,https://www.animalcrossingportal.com/images/villagers/icons/patty.png,15th May 2020,Tier 6
310,57,Paula,https://www.animalcrossingportal.com/images/villagers/icons/paula.png,15th May 2020,Tier 6
311,58,Peaches,https://www.animalcrossingportal.com/images/villagers/icons/peaches.png,15th May 2020,Tier 6
312,59,Pecan,https://www.animalcrossingportal.com/images/villagers/icons/pecan.png,15th May 2020,Tier 6
313,60,Peck,https://www.animalcrossingportal.com/images/villagers/icons/peck.png,15th May 2020,Tier 6
314,61,Peewee,https://www.animalcrossingportal.com/images/villagers/icons/peewee.png,15th May 2020,Tier 6
315,62,Peggy,https://www.animalcrossingportal.com/images/villagers/icons/peggy.png,15th May 2020,Tier 6
316,63,Penelope,https://www.animalcrossingportal.com/images/villagers/icons/penelope.png,15th May 2020,Tier 6
317,64,Phil,https://www.animalcrossingportal.com/images/villagers/icons/phil.png,15th May 2020,Tier 6
318,65,Pierce,https://www.animalcrossingportal.com/images/villagers/icons/pierce.png,15th May 2020,Tier 6
319,66,Piper,https://www.animalcrossingportal.com/images/villagers/icons/piper.png,15th May 2020,Tier 6
320,67,Pippy,https://www.animalcrossingportal.com/images/villagers/icons/pippy.png,15th May 2020,Tier 6
321,68,Pinky,https://www.animalcrossingportal.com/images/villagers/icons/pinky.png,15th May 2020,Tier 6
322,69,Plucky,https://www.animalcrossingportal.com/images/villagers/icons/plucky.png,15th May 2020,Tier 6
323,70,Pompom,https://www.animalcrossingportal.com/images/villagers/icons/pompom.png,15th May 2020,Tier 6
324,71,Poncho,https://www.animalcrossingportal.com/images/villagers/icons/poncho.png,15th May 2020,Tier 6
325,72,Portia,https://www.animalcrossingportal.com/images/villagers/icons/portia.png,15th May 2020,Tier 6
326,73,Prince,https://www.animalcrossingportal.com/images/villagers/icons/prince.png,15th May 2020,Tier 6
327,74,Puck,https://www.animalcrossingportal.com/images/villagers/icons/puck.png,15th May 2020,Tier 6
328,75,Puddles,https://www.animalcrossingportal.com/images/villagers/icons/puddles.png,15th May 2020,Tier 6
329,76,Pudge,https://www.animalcrossingportal.com/images/villagers/icons/pudge.png,15th May 2020,Tier 6
330,77,Purrl,https://www.animalcrossingportal.com/images/villagers/icons/purrl.png,15th May 2020,Tier 6
331,78,Queenie,https://www.animalcrossingportal.com/images/villagers/icons/queenie.png,15th May 2020,Tier 6
332,79,Quillson,https://www.animalcrossingportal.com/images/villagers/icons/quillson.png,15th May 2020,Tier 6
333,80,Rasher,https://www.animalcrossingportal.com/images/villagers/icons/rasher.png,15th May 2020,Tier 6
334,81,Renee,https://www.animalcrossingportal.com/images/villagers/icons/renee.png,15th May 2020,Tier 6
335,82,Rex,https://www.animalcrossingportal.com/images/villagers/icons/rex.png,15th May 2020,Tier 6
336,83,Ribbot,https://www.animalcrossingportal.com/images/villagers/icons/ribbot.png,15th May 2020,Tier 6
337,84,Rhonda,https://www.animalcrossingportal.com/images/villagers/icons/rhonda.png,15th May 2020,Tier 6
338,85,Ricky,https://www.animalcrossingportal.com/images/villagers/icons/ricky.png,15th May 2020,Tier 6
339,86,Rizzo,https://www.animalcrossingportal.com/images/villagers/icons/rizzo.png,15th May 2020,Tier 6
340,87,Robin,https://www.animalcrossingportal.com/images/villagers/icons/robin.png,15th May 2020,Tier 6
341,88,Rocket,https://www.animalcrossingportal.com/images/villagers/icons/rocket.png,15th May 2020,Tier 6
342,89,Rocco,https://www.animalcrossingportal.com/images/villagers/icons/rocco.png,15th May 2020,Tier 6
343,90,Rod,https://www.animalcrossingportal.com/images/villagers/icons/rod.png,15th May 2020,Tier 6
344,91,Rodeo,https://www.animalcrossingportal.com/images/villagers/icons/rodeo.png,15th May 2020,Tier 6
345,92,Rodney,https://www.animalcrossingportal.com/images/villagers/icons/rodney.png,15th May 2020,Tier 6
346,93,Rooney,https://www.animalcrossingportal.com/images/villagers/icons/rooney.png,15th May 2020,Tier 6
347,94,Rory,https://www.animalcrossingportal.com/images/villagers/icons/rory.png,15th May 2020,Tier 6
348,95,Rowan,https://www.animalcrossingportal.com/images/villagers/icons/rowan.png,15th May 2020,Tier 6
349,96,Sally,https://www.animalcrossingportal.com/images/villagers/icons/sally.png,15th May 2020,Tier 6
350,97,Samson,https://www.animalcrossingportal.com/images/villagers/icons/samson.png,15th May 2020,Tier 6
351,98,Sandy,https://www.animalcrossingportal.com/images/villagers/icons/sandy.png,15th May 2020,Tier 6
352,99,Simon,https://www.animalcrossingportal.com/images/villagers/icons/simon.png,15th May 2020,Tier 6
353,100,Sly,https://www.animalcrossingportal.com/images/villagers/icons/sly.png,15th May 2020,Tier 6
354,101,Snooty,https://www.animalcrossingportal.com/images/villagers/icons/snooty.png,15th May 2020,Tier 6
355,102,Spike,https://www.animalcrossingportal.com/images/villagers/icons/spike.png,15th May 2020,Tier 6
356,103,Soleil,https://www.animalcrossingportal.com/images/villagers/icons/soleil.png,15th May 2020,Tier 6
357,104,Sparro,https://www.animalcrossingportal.com/images/villagers/icons/sparro.png,15th May 2020,Tier 6
358,105,Stella,https://www.animalcrossingportal.com/images/villagers/icons/stella.png,15th May 2020,Tier 6
359,106,Stinky,https://www.animalcrossingportal.com/images/villagers/icons/stinky.png,15th May 2020,Tier 6
360,107,Stu,https://www.animalcrossingportal.com/images/villagers/icons/stu.png,15th May 2020,Tier 6
361,108,Sylvana,https://www.animalcrossingportal.com/images/villagers/icons/sylvana.png,15th May 2020,Tier 6
362,108,Sydney,https://www.animalcrossingportal.com/images/villagers/icons/sydney.png,15th May 2020,Tier 6
363,109,Sylvia,https://www.animalcrossingportal.com/images/villagers/icons/sylvia.png,15th May 2020,Tier 6
364,110,Tabby,https://www.animalcrossingportal.com/images/villagers/icons/tabby.png,15th May 2020,Tier 6
365,111,Tad,https://www.animalcrossingportal.com/images/villagers/icons/tad.png,15th May 2020,Tier 6
366,112,Tammi,https://www.animalcrossingportal.com/images/villagers/icons/tammi.png,15th May 2020,Tier 6
367,113,Tammy,https://www.animalcrossingportal.com/images/villagers/icons/tammy.png,15th May 2020,Tier 6
368,114,Tank,https://www.animalcrossingportal.com/images/villagers/icons/tank.png,15th May 2020,Tier 6
369,115,Tasha,https://www.animalcrossingportal.com/images/villagers/icons/tasha.png,15th May 2020,Tier 6
370,116,T-Bone,https://www.animalcrossingportal.com/images/villagers/icons/t-bone.png,15th May 2020,Tier 6
371,117,Teddy,https://www.animalcrossingportal.com/images/villagers/icons/teddy.png,15th May 2020,Tier 6
372,118,Tex,https://www.animalcrossingportal.com/images/villagers/icons/tex.png,15th May 2020,Tier 6
373,119,Tiffany,https://www.animalcrossingportal.com/images/villagers/icons/tiffany.png,15th May 2020,Tier 6
374,120,Timbra,https://www.animalcrossingportal.com/images/villagers/icons/timbra.png,15th May 2020,Tier 6
375,121,Tipper,https://www.animalcrossingportal.com/images/villagers/icons/tipper.png,15th May 2020,Tier 6
376,122,Tom,https://www.animalcrossingportal.com/images/villagers/icons/tom.png,15th May 2020,Tier 6
377,123,Truffles,https://www.animalcrossingportal.com/images/villagers/icons/truffles.png,15th May 2020,Tier 6
378,124,Tucker,https://www.animalcrossingportal.com/images/villagers/icons/tucker.png,15th May 2020,Tier 6
379,125,Tutu,https://www.animalcrossingportal.com/images/villagers/icons/tutu.png,15th May 2020,Tier 6
380,126,Twiggy,https://www.animalcrossingportal.com/images/villagers/icons/twiggy.png,15th May 2020,Tier 6
381,127,Ursula,https://www.animalcrossingportal.com/images/villagers/icons/ursula.png,15th May 2020,Tier 6
382,128,Vic,https://www.animalcrossingportal.com/images/villagers/icons/vic.png,15th May 2020,Tier 6
383,129,Violet,https://www.animalcrossingportal.com/images/villagers/icons/violet.png,15th May 2020,Tier 6
384,130,Vladimir,https://www.animalcrossingportal.com/images/villagers/icons/vladimir.png,15th May 2020,Tier 6
385,131,Walt,https://www.animalcrossingportal.com/images/villagers/icons/walt.png,15th May 2020,Tier 6
386,132,WartJr,https://www.animalcrossingportal.com/images/villagers/icons/wartjr.png,15th May 2020,Tier 6
387,133,Weber,https://www.animalcrossingportal.com/images/villagers/icons/weber.png,15th May 2020,Tier 6
388,134,Willow,https://www.animalcrossingportal.com/images/villagers/icons/willow.png,15th May 2020,Tier 6
389,135,Wendy,https://www.animalcrossingportal.com/images/villagers/icons/wendy.png,15th May 2020,Tier 6
390,136,Winnie,https://www.animalcrossingportal.com/images/villagers/icons/winnie.png,15th May 2020,Tier 6
391,137,Yuka,https://www.animalcrossingportal.com/images/villagers/icons/yuka.png,15th May 2020,Tier 6
