,Rank,Name,Image,Updated Date,Tier
265,17.,Boris,https://www.animalcrossingportal.com/images/villagers/icons/boris.png,1st May 2020,Tier 6
266,18.,Boyd,https://www.animalcrossingportal.com/images/villagers/icons/boyd.png,1st May 2020,Tier 6
267,19.,Broccolo,https://www.animalcrossingportal.com/images/villagers/icons/broccolo.png,1st May 2020,Tier 6
268,20.,Broffina,https://www.animalcrossingportal.com/images/villagers/icons/broffina.png,1st May 2020,Tier 6
269,21.,Buck(Brows),https://www.animalcrossingportal.com/images/villagers/icons/buck.png,1st May 2020,Tier 6
270,22.,Bubbles,https://www.animalcrossingportal.com/images/villagers/icons/bubbles.png,1st May 2020,Tier 6
271,23.,Buzz,https://www.animalcrossingportal.com/images/villagers/icons/buzz.png,1st May 2020,Tier 6
272,24.,Candi,https://www.animalcrossingportal.com/images/villagers/icons/candi.png,1st May 2020,Tier 6
273,25.,Carrie,https://www.animalcrossingportal.com/images/villagers/icons/carrie.png,1st May 2020,Tier 6
274,26.,Cashmere,https://www.animalcrossingportal.com/images/villagers/icons/cashmere.png,1st May 2020,Tier 6
275,27.,Cesar,https://www.animalcrossingportal.com/images/villagers/icons/cesar.png,1st May 2020,Tier 6
276,28.,Chadder,https://www.animalcrossingportal.com/images/villagers/icons/chadder.png,1st May 2020,Tier 6
277,29.,Chops,https://www.animalcrossingportal.com/images/villagers/icons/chops.png,1st May 2020,Tier 6
278,30.,Chow,https://www.animalcrossingportal.com/images/villagers/icons/chow.png,1st May 2020,Tier 6
279,31.,Claude,https://www.animalcrossingportal.com/images/villagers/icons/claude.png,1st May 2020,Tier 6
280,32.,Claudia,https://www.animalcrossingportal.com/images/villagers/icons/claudia.png,1st May 2020,Tier 6
281,33.,Cleo,https://www.animalcrossingportal.com/images/villagers/icons/cleo.png,1st May 2020,Tier 6
282,34.,Clyde,https://www.animalcrossingportal.com/images/villagers/icons/clyde.png,1st May 2020,Tier 6
283,35.,Coach,https://www.animalcrossingportal.com/images/villagers/icons/coach.png,1st May 2020,Tier 6
284,36.,Cobb,https://www.animalcrossingportal.com/images/villagers/icons/cobb.png,1st May 2020,Tier 6
285,37.,Croque,https://www.animalcrossingportal.com/images/villagers/icons/croque.png,1st May 2020,Tier 6
286,38.,Curly,https://www.animalcrossingportal.com/images/villagers/icons/curly.png,1st May 2020,Tier 6
287,39.,Curt,https://www.animalcrossingportal.com/images/villagers/icons/curt.png,1st May 2020,Tier 6
288,40.,Cyrano,https://www.animalcrossingportal.com/images/villagers/icons/cyrano.png,1st May 2020,Tier 6
289,41.,Deena,https://www.animalcrossingportal.com/images/villagers/icons/deena.png,1st May 2020,Tier 6
290,42.,Derwin,https://www.animalcrossingportal.com/images/villagers/icons/derwin.png,1st May 2020,Tier 6
291,43.,Drake,https://www.animalcrossingportal.com/images/villagers/icons/drake.png,1st May 2020,Tier 6
292,44.,Ed,https://www.animalcrossingportal.com/images/villagers/icons/ed.png,1st May 2020,Tier 6
293,45.,Egbert,https://www.animalcrossingportal.com/images/villagers/icons/egbert.png,1st May 2020,Tier 6
294,46.,Elise,https://www.animalcrossingportal.com/images/villagers/icons/elise.png,1st May 2020,Tier 6
295,47.,Eloise,https://www.animalcrossingportal.com/images/villagers/icons/eloise.png,1st May 2020,Tier 6
296,48.,Flip,https://www.animalcrossingportal.com/images/villagers/icons/flip.png,1st May 2020,Tier 6
297,49.,Flo,https://www.animalcrossingportal.com/images/villagers/icons/flo.png,1st May 2020,Tier 6
298,50.,Freckles,https://www.animalcrossingportal.com/images/villagers/icons/freckles.png,1st May 2020,Tier 6
299,51.,Frobert,https://www.animalcrossingportal.com/images/villagers/icons/frobert.png,1st May 2020,Tier 6
300,52.,Gigi,https://www.animalcrossingportal.com/images/villagers/icons/gigi.png,1st May 2020,Tier 6
301,53.,Gloria,https://www.animalcrossingportal.com/images/villagers/icons/gloria.png,1st May 2020,Tier 6
302,54.,Gonzo,https://www.animalcrossingportal.com/images/villagers/icons/gonzo.png,1st May 2020,Tier 6
303,55.,Goose,https://www.animalcrossingportal.com/images/villagers/icons/goose.png,1st May 2020,Tier 6
304,56.,Greta,https://www.animalcrossingportal.com/images/villagers/icons/greta.png,1st May 2020,Tier 6
305,57.,Grizzly,https://www.animalcrossingportal.com/images/villagers/icons/grizzly.png,1st May 2020,Tier 6
306,58.,Gruff,https://www.animalcrossingportal.com/images/villagers/icons/gruff.png,1st May 2020,Tier 6
307,59.,Harry,https://www.animalcrossingportal.com/images/villagers/icons/harry.png,1st May 2020,Tier 6
308,60.,Hippeux,https://www.animalcrossingportal.com/images/villagers/icons/hippeux.png,1st May 2020,Tier 6
309,61.,Huck,https://www.animalcrossingportal.com/images/villagers/icons/huck.png,1st May 2020,Tier 6
310,62.,Hugh,https://www.animalcrossingportal.com/images/villagers/icons/hugh.png,1st May 2020,Tier 6
311,63.,Iggly,https://www.animalcrossingportal.com/images/villagers/icons/iggly.png,1st May 2020,Tier 6
312,64.,Ike,https://www.animalcrossingportal.com/images/villagers/icons/ike.png,1st May 2020,Tier 6
313,65.,Jacob,https://www.animalcrossingportal.com/images/villagers/icons/jacob.png,1st May 2020,Tier 6
314,66.,Jambette,https://www.animalcrossingportal.com/images/villagers/icons/jambette.png,1st May 2020,Tier 6
315,67.,Jitters,https://www.animalcrossingportal.com/images/villagers/icons/jitters.png,1st May 2020,Tier 6
316,68.,Joey,https://www.animalcrossingportal.com/images/villagers/icons/joey.png,1st May 2020,Tier 6
317,69.,Kevin,https://www.animalcrossingportal.com/images/villagers/icons/kevin.png,1st May 2020,Tier 6
318,70.,Kitt,https://www.animalcrossingportal.com/images/villagers/icons/kitt.png,1st May 2020,Tier 6
319,71.,Klaus,https://www.animalcrossingportal.com/images/villagers/icons/klaus.png,1st May 2020,Tier 6
320,72.,Knox,https://www.animalcrossingportal.com/images/villagers/icons/knox.png,1st May 2020,Tier 6
321,74.,Limberg,https://www.animalcrossingportal.com/images/villagers/icons/limberg.png,1st May 2020,Tier 6
322,75.,Louie,https://www.animalcrossingportal.com/images/villagers/icons/louie.png,1st May 2020,Tier 6
323,76.,Lucha,https://www.animalcrossingportal.com/images/villagers/icons/lucha.png,1st May 2020,Tier 6
324,77.,Mac,https://www.animalcrossingportal.com/images/villagers/icons/mac.png,1st May 2020,Tier 6
325,78.,Maelle,https://www.animalcrossingportal.com/images/villagers/icons/maelle.png,1st May 2020,Tier 6
326,79.,Maggie,https://www.animalcrossingportal.com/images/villagers/icons/maggie.png,1st May 2020,Tier 6
327,80.,Mallary,https://www.animalcrossingportal.com/images/villagers/icons/mallary.png,1st May 2020,Tier 6
328,81.,Marcel,https://www.animalcrossingportal.com/images/villagers/icons/marcel.png,1st May 2020,Tier 6
329,82.,Marcie,https://www.animalcrossingportal.com/images/villagers/icons/marcie.png,1st May 2020,Tier 6
330,83.,Mathilda,https://www.animalcrossingportal.com/images/villagers/icons/mathilda.png,1st May 2020,Tier 6
331,84.,Miranda,https://www.animalcrossingportal.com/images/villagers/icons/miranda.png,1st May 2020,Tier 6
332,85.,Monty,https://www.animalcrossingportal.com/images/villagers/icons/monty.png,1st May 2020,Tier 6
333,86.,Moose,https://www.animalcrossingportal.com/images/villagers/icons/moose.png,1st May 2020,Tier 6
334,87.,Norma,https://www.animalcrossingportal.com/images/villagers/icons/norma.png,1st May 2020,Tier 6
335,88.,Opal,https://www.animalcrossingportal.com/images/villagers/icons/opal.png,1st May 2020,Tier 6
336,89.,Pancetti,https://www.animalcrossingportal.com/images/villagers/icons/pancetti.png,1st May 2020,Tier 6
337,90.,Pango,https://www.animalcrossingportal.com/images/villagers/icons/pango.png,1st May 2020,Tier 6
338,91.,Paolo,https://www.animalcrossingportal.com/images/villagers/icons/paolo.png,1st May 2020,Tier 6
339,92.,Pate,https://www.animalcrossingportal.com/images/villagers/icons/pate.png,1st May 2020,Tier 6
340,93.,Paula,https://www.animalcrossingportal.com/images/villagers/icons/paula.png,1st May 2020,Tier 6
341,94.,Peaches,https://www.animalcrossingportal.com/images/villagers/icons/peaches.png,1st May 2020,Tier 6
342,95.,Peewee,https://www.animalcrossingportal.com/images/villagers/icons/peewee.png,1st May 2020,Tier 6
343,96.,Peggy,https://www.animalcrossingportal.com/images/villagers/icons/peggy.png,1st May 2020,Tier 6
344,97.,Penelope,https://www.animalcrossingportal.com/images/villagers/icons/penelope.png,1st May 2020,Tier 6
345,98.,Phoebe,https://www.animalcrossingportal.com/images/villagers/icons/phoebe.png,1st May 2020,Tier 6
346,99.,Pippy,https://www.animalcrossingportal.com/images/villagers/icons/pippy.png,1st May 2020,Tier 6
347,100.,Plucky,https://www.animalcrossingportal.com/images/villagers/icons/plucky.png,1st May 2020,Tier 6
348,101.,Pompom,https://www.animalcrossingportal.com/images/villagers/icons/pompom.png,1st May 2020,Tier 6
349,102.,Prince,https://www.animalcrossingportal.com/images/villagers/icons/prince.png,1st May 2020,Tier 6
350,103.,Puck,https://www.animalcrossingportal.com/images/villagers/icons/puck.png,1st May 2020,Tier 6
351,104.,Queenie,https://www.animalcrossingportal.com/images/villagers/icons/queenie.png,1st May 2020,Tier 6
352,105.,Quillson,https://www.animalcrossingportal.com/images/villagers/icons/quillson.png,1st May 2020,Tier 6
353,106.,Rasher,https://www.animalcrossingportal.com/images/villagers/icons/rasher.png,1st May 2020,Tier 6
354,107.,Rhonda,https://www.animalcrossingportal.com/images/villagers/icons/rhonda.png,1st May 2020,Tier 6
355,108.,Rex,https://www.animalcrossingportal.com/images/villagers/icons/rex.png,1st May 2020,Tier 6
356,109.,Ricky,https://www.animalcrossingportal.com/images/villagers/icons/ricky.png,1st May 2020,Tier 6
357,110.,Rizzo,https://www.animalcrossingportal.com/images/villagers/icons/rizzo.png,1st May 2020,Tier 6
358,111.,Robin,https://www.animalcrossingportal.com/images/villagers/icons/robin.png,1st May 2020,Tier 6
359,112.,Rocco,https://www.animalcrossingportal.com/images/villagers/icons/rocco.png,1st May 2020,Tier 6
360,113.,Rodeo,https://www.animalcrossingportal.com/images/villagers/icons/rodeo.png,1st May 2020,Tier 6
361,114.,Rodney,https://www.animalcrossingportal.com/images/villagers/icons/rodney.png,1st May 2020,Tier 6
362,115.,Rory,https://www.animalcrossingportal.com/images/villagers/icons/rory.png,1st May 2020,Tier 6
363,116.,Sandy,https://www.animalcrossingportal.com/images/villagers/icons/sandy.png,1st May 2020,Tier 6
364,117.,Samson,https://www.animalcrossingportal.com/images/villagers/icons/samson.png,1st May 2020,Tier 6
365,118.,Snooty,https://www.animalcrossingportal.com/images/villagers/icons/snooty.png,1st May 2020,Tier 6
366,119.,Spike,https://www.animalcrossingportal.com/images/villagers/icons/spike.png,1st May 2020,Tier 6
367,120.,Crackle(Spork),https://www.animalcrossingportal.com/images/villagers/icons/crackle.png,1st May 2020,Tier 6
368,121.,Sprocket,https://www.animalcrossingportal.com/images/villagers/icons/sprocket.png,1st May 2020,Tier 6
369,122.,Sylvia,https://www.animalcrossingportal.com/images/villagers/icons/sylvia.png,1st May 2020,Tier 6
370,123.,Tad,https://www.animalcrossingportal.com/images/villagers/icons/tad.png,1st May 2020,Tier 6
371,124.,Tammi,https://www.animalcrossingportal.com/images/villagers/icons/tammi.png,1st May 2020,Tier 6
372,125.,Tasha,https://www.animalcrossingportal.com/images/villagers/icons/tasha.png,1st May 2020,Tier 6
373,126.,T-Bone,https://www.animalcrossingportal.com/images/villagers/icons/t-bone.png,1st May 2020,Tier 6
374,127.,Tex,https://www.animalcrossingportal.com/images/villagers/icons/tex.png,1st May 2020,Tier 6
375,128.,Truffles,https://www.animalcrossingportal.com/images/villagers/icons/truffles.png,1st May 2020,Tier 6
376,129.,Tybalt,https://www.animalcrossingportal.com/images/villagers/icons/tybalt.png,1st May 2020,Tier 6
377,130.,Ursula,https://www.animalcrossingportal.com/images/villagers/icons/ursula.png,1st May 2020,Tier 6
378,131.,Velma,https://www.animalcrossingportal.com/images/villagers/icons/velma.png,1st May 2020,Tier 6
379,132.,Vic,https://www.animalcrossingportal.com/images/villagers/icons/vic.png,1st May 2020,Tier 6
380,133.,Victoria,https://www.animalcrossingportal.com/images/villagers/icons/victoria.png,1st May 2020,Tier 6
381,134.,Violet,https://www.animalcrossingportal.com/images/villagers/icons/violet.png,1st May 2020,Tier 6
382,135.,Vladimir,https://www.animalcrossingportal.com/images/villagers/icons/vladimir.png,1st May 2020,Tier 6
383,136.,Wade,https://www.animalcrossingportal.com/images/villagers/icons/wade.png,1st May 2020,Tier 6
384,137.,Walker,https://www.animalcrossingportal.com/images/villagers/icons/walker.png,1st May 2020,Tier 6
385,138.,Walt,https://www.animalcrossingportal.com/images/villagers/icons/walt.png,1st May 2020,Tier 6
386,139.,WartJr,https://www.animalcrossingportal.com/images/villagers/icons/wartjr.png,1st May 2020,Tier 6
387,140.,Weber,https://www.animalcrossingportal.com/images/villagers/icons/weber.png,1st May 2020,Tier 6
388,141.,Wendy,https://www.animalcrossingportal.com/images/villagers/icons/wendy.png,1st May 2020,Tier 6
389,142.,Winnie,https://www.animalcrossingportal.com/images/villagers/icons/winnie.png,1st May 2020,Tier 6
390,143.,Yuka,https://www.animalcrossingportal.com/images/villagers/icons/yuka.png,1st May 2020,Tier 6
